記事ID,収集日時(UTC),ソース,タイトル,URL,公開日,概要(先頭200字),企業名,軸1_組織,軸2_制度仕組み,軸3_コンプライアンス,軸4_業務プロセス,軸5_データマネジメント,軸6_生成AI活用,軸7_業務統合,主要評価軸,推定レベル,判定根拠
ab513c0b8251,2026/5/27 5:11,PR TIMES,Coupa、Tonkeanの買収によりグローバル取引におけるインテーク（購買申請の総合窓口）とオーケストレーション（関係部門・システム間の自動連携）を加速（抄訳版),https://prtimes.jp/main/html/rd/p/000000063.000077848.html,2026/5/27,"[Coupa]
AIネイティブなインテーク（購買申請の総合窓口）およびオーケストレーション（関係部門・システム間の自動連携）のリーダー企業を買収。世界のバイヤーとサプライヤーをつなぐ、独自の双方向かつ自律的なワーク...",Coupa、Tonkean,3,3,2,3,2,3,3,生成AIの業務プロセスへの統合,3,AI駆動のインテークとオーケストレーション機能により、購買プロセス全体に生成AIが統合・標準化されている
05c33686b5bd,2026/5/27 5:11,PR TIMES,購入不要・丸投げOKの民泊運営代行--全国データ×AIで収益予測、大阪・福岡・岐阜高山に展開中のJP NEST,https://prtimes.jp/main/html/rd/p/000000083.000121749.html,2026/5/27,"[株式会社Emposy]
民泊施設の企画・運営を手がけるJP NEST（東京都港区、代表：木谷真也）は、民泊オーナー向けの運営代行サービスを開始しました。大阪・福岡・岐阜高山の3エリアで自社物件を運営しており、全物件でAirbnbスーパ...",株式会社Emposy,2,2,1,2,2,2,2,生成AI活用,2,全国データとAIによる収益予測システムの実装により、生成AI活用が基本的に明文化・運用されている段階
8793b2911d6e,2026/5/27 5:12,PR TIMES,AI議事録「Rimo Voice」、蓄積した議事録をチャット形式で横断検索できる「AI検索」機能をリリース,https://prtimes.jp/main/html/rd/p/000000048.000064239.html,2026/5/27,"[Rimo]
[画像1: https://prcdn.freetls.fastly.net/release_image/64239/48/64239-48-f2dd3c07d4965b5d0ae50a86d1456188-1452x856.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bounds&a",Rimo,,2,,3,2,3,3,生成AI活用,3,AI議事録機能の横断検索を実装・リリースており、生成AI活用が標準化されている段階と判定
aa83e66cf309,2026/5/27 5:12,PR TIMES,「種の創造」を掲げるヒューマノイドAIロボット企業アトム、シードラウンドで30億円の資金調達を実施,https://prtimes.jp/main/html/rd/p/000000001.000172692.html,2026/5/27,"[株式会社アトム]
株式会社アトム（東京都江東区、代表取締役：青木 俊介、以下「アトム」）は、「新たな種の創造」を掲げて創業し、ヒューマノイドAIロボットの開発を開始致しました。あわせてシードラウンドにおいて総額30億円の...",株式会社アトム,2,,,,,2,,組織,2,ヒューマノイドAIロボット企業として創業初期段階で、資金調達により事業基盤を整備中
3e8a46ab649f,2026/5/27 5:12,PR TIMES,住友商事のCVCが、ヒューマノイドAIロボットの開発を行う株式会社アトム社へ出資,https://prtimes.jp/main/html/rd/p/000000027.000108815.html,2026/5/27,"[住商ベンチャー・パートナーズ株式会社]
住友商事株式会社のコーポレートベンチャーキャピタルである住商ベンチャー・パートナーズ株式会社（代表取締役社長：山木 英裕、本社：東京都渋谷区、以下「住商ベンチャー・パートナーズ」）は、ヒューマノイド...",住友商事株式会社、住商ベンチャー・パートナーズ株式会社、株式会社アトム,3,2,,,,,,組織,3,CVC通じたAIロボット企業投資を行う組織的体制が整備されており、戦略的なAI関連投資機能が確立
f27b72ec4dd0,2026/5/27 5:12,PR TIMES,InsightX、繊研新聞社主催「ファッションECアワード2026」サポート賞を受賞 ― ファッション企業約100社のEC担当者による投票にて選出、AI領域での取り組みが評価,https://prtimes.jp/main/html/rd/p/000000010.000087959.html,2026/5/27,"[株式会社InsightX]
[画像1: https://prcdn.freetls.fastly.net/release_image/87959/10/87959-10-c59bfe2814770ad93504dd3abf5213ab-1280x670.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=",株式会社InsightX,,2,,2,,2,2,生成AIの業務プロセスへの統合,2,ファッションEC領域でAI活用に取り組み業界評価を受けており、基本的な統合段階の実施状況と判定
c6ef77474c53,2026/5/27 5:12,PR TIMES,ｕｇｏとFastLabel、フィジカルAI開発者向け「ugo VLAモデル開発研修プログラム」を提供開始 ～国産ヒューマノイドロボットを活用したVLAモデル開発研修を通じて社内ナレッジ蓄積を支援～,https://prtimes.jp/main/html/rd/p/000000199.000065427.html,2026/5/27,"[FastLabel]
[画像: https://prcdn.freetls.fastly.net/release_image/65427/199/65427-199-95963a27e5e20f0820f502f5b817e04b-1280x720.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&amp;fit=bo",ｕｇｏ株式会社、FastLabel株式会社,2,3,,3,2,3,3,制度・仕組み,3,VLAモデル開発研修プログラム提供により、開発者向けの教育プログラムを体系的に実施。フィジカルAI開発の標準化への取り組み。
a16ed373dbd2,2026/5/27 5:12,PR TIMES,ｕｇｏとFastLabel、フィジカルAI開発者向け「ugo VLAモデル開発研修プログラム」を提供開始,https://prtimes.jp/main/html/rd/p/000000169.000034305.html,2026/5/27,"[ｕｇｏ株式会社]
　国産AIロボットの開発を手がけるｕｇｏ株式会社（本社：東京都千代田区、代表取締役CEO：松井 健、以下「ｕｇｏ」）と、FastLabel株式会社（本社：東京都新宿区、代表取締役社長：鈴木健史、以下「FastLabel」...",ｕｇｏ株式会社、FastLabel株式会社,2,3,,3,2,3,3,生成AI活用,3,VLAモデル開発研修を通じて、フィジカルAI開発の標準的な運用体制を構築。社内ナレッジ蓄積の仕組み整備。
47271e724811,2026/5/27 5:12,PR TIMES,SUNEAST、COMPUTEX TAIPEI 2026に出展。“ストレージ×AI”を軸に、旭東グループの次世代プロダクトが台北に集結,https://prtimes.jp/main/html/rd/p/000000128.000131068.html,2026/5/27,"[株式会社旭東トレーディング]
[画像1: https://prcdn.freetls.fastly.net/release_image/131068/128/131068-128-6b9b940fd50d4fb1de9e5698319a9cf9-1536x1024.jpg?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=webp&am",株式会社旭東トレーディング、SUNEAST,2,,,2,2,2,2,生成AI活用,2,ストレージ×AI軸で次世代プロダクト開発を展示。AIとストレージ領域での基本的な取り組みを開始した段階。
d4bf366cf8a9,2026/5/27 5:12,PR TIMES,「Heygood」は転職AIエージェントとして大型アップデート,https://prtimes.jp/main/html/rd/p/000000006.000166794.html,2026/5/27,"[Heygood]
株式会社ヘイグッド（本社：東京都港区、代表：飯塚 良）は、キャリア探索アプリ「Heygood」において、AIエージェント機能を中心とした大型アップデートを実施したことをお知らせします。

[画像1: https://prcdn...",株式会社ヘイグッド,2,2,,3,2,3,3,生成AIの業務プロセスへの統合,3,キャリア探索アプリにAIエージェント機能を統合。転職支援業務プロセスへのAI組み込みが標準化された段階。
f4451fe68269,2026/5/27 5:12,PR TIMES,生成AIとリーガルAIによる契約書レビュー・作成の検証記事を法務BPaaS「クラウドリーガル」提供のMOLTONと電子契約・契約管理サービス「WAN-Sign」提供のＮＸワンビシアーカイブズが共同作成,https://prtimes.jp/main/html/rd/p/000000049.000126939.html,2026/5/27,"[MOLTON株式会社]
契約・法務BPaaSでリーガルAI搭載の企業法務アウトソーシングサービスALSP（代替法務サービスプロバイダー）の国内パイオニアで、法務AI+BPO「クラウドリーガル」を提供している、MOLTON株式会社（旧：a23s株式会...",MOLTON株式会社、ＮＸワンビシアーカイブズ,2,2,3,3,3,3,3,コンプライアンス,3,契約書レビュー・作成における生成AIとリーガルAI活用。法務領域のコンプライアンス対応と標準化が進行。
edbcd0e0c099,2026/5/27 5:12,PR TIMES,Imagen、定額制「Limitlessプラン」を発表 ピークシーズン限定で初月1500円キャンペーンを実施,https://prtimes.jp/main/html/rd/p/000000005.000167548.html,2026/5/27,"[ImagenAI Ltd.]
2026年5月26日 - 写真編集作業は、長年にわたりフォトグラファーのワークフローの中でも最も時間を要する工程のひとつでした。2026年版「Zenfolio State of the Photography Industry」レポートによると、約70%の...",ImagenAI Ltd.,,,,3,,3,3,生成AI活用,3,写真編集AIツール「Imagen」が定額制プランを提供し、業務プロセス（写真編集）への統合が標準化されている状態を示す。
50bb79855ead,2026/5/27 5:12,PR TIMES,資料は見られているのに、次の一手が打てないを解消。immedio Box、アンケート回答をSalesforce・HubSpotへ自動反映するCRM連携機能をリリース,https://prtimes.jp/main/html/rd/p/000000291.000106428.html,2026/5/27,"[株式会社immedio]
株式会社immedio（本社：東京都渋谷区、代表取締役：浜田英揮、以下 immedio）は、「隠れたホットリードから、商談が増える」ナーチャリングAI「immedio Box（イメディオボックス）」において、アンケート回答をS...",株式会社immedio,,,,3,2,3,3,生成AIの業務プロセスへの統合,3,アンケート回答をCRM（Salesforce・HubSpot）に自動反映するAI機能で、営業プロセスへのAI統合が標準化。
f0a1b481f2e3,2026/5/27 5:12,PR TIMES,人材紹介会社のCA向けAI面談アシスタント「Tonari（トナリ）」を正式リリース～面談中にAIがリアルタイムで質問提案・要約・レポートを自動生成。成約率45%向上・引き継ぎ時間70%削減を実現～,https://prtimes.jp/main/html/rd/p/000000001.000182050.html,2026/5/27,"[株式会社OpenPath]
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
■ 人材紹介業界が抱える「面談の属人化」という構造課題
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
国内には3万社超の人材紹介会社が存在し、
各社のキャリアアドバイザーは毎日複数の候補...",株式会社OpenPath,,2,,3,,3,3,生成AIの業務プロセスへの統合,3,AI面談アシスタント「Tonari」がリアルタイム質問提案・要約・レポート自動生成で人材紹介の面談プロセスを標準化。
41b62855ec44,2026/5/27 5:12,PR TIMES,「AIを導入したいがリスクが怖い..」企業向けAIセキュリティ伴走サービスがローンチ,https://prtimes.jp/main/html/rd/p/000000019.000178737.html,2026/5/27,"[AI駆動開発協会]
近年、AIの導入は企業にとって必須の課題であり、それと同時に「AIのリスクとどう向き合うか？」も重要な懸念となっています。

多くの企業がつまずいているのは「どうAIを社内で安全に使うか」が社内で決められ...",AI駆動開発協会,2,2,2,,,,,コンプライアンス,2,AI導入時のリスク管理とセキュリティ対応を支援するサービス。企業のAI安全活用に関する基本方針・手順の確立を促進。
6487c7c58129,2026/5/27 5:12,PR TIMES,タレントパレット、生成AIがスキル定義を自動生成する新機能「AIスキル自動生成機能」を搭載,https://prtimes.jp/main/html/rd/p/000000312.000023180.html,2026/5/27,"[株式会社プラスアルファ・コンサルティング]
[画像1: https://prcdn.freetls.fastly.net/release_image/23180/312/23180-312-851e242a00633caceb8cb5403388b2df-2400x1260.png?width=536&amp;quality=85%2C75&amp;format=jpeg&amp;auto=we",株式会社プラスアルファ・コンサルティング,,,,3,2,3,3,生成AI活用,3,タレントパレットにAIスキル自動生成機能を搭載し、人事評価・スキル定義プロセスを標準化・自動化。
bed5ce480783,2026/5/27 5:12,PR TIMES,アカツキAIテクノロジーズとTWOSTONE&Sons、AIシステムインテグレーション分野における戦略的業務提携契約を締結,https://prtimes.jp/main/html/rd/p/000000003.000153999.html,2026/5/27,"[株式会社アカツキAIテクノロジーズ]
AI時代のSIerとして事業変革を支援する株式会社アカツキAIテクノロジーズ（本社：東京都品川区、代表取締役CEO：大國 領剣、以下 アカツキAIテクノロジーズ）と、エンジニアプラットフォームを中心に事業展開する...",株式会社アカツキAIテクノロジーズ、TWOSTONE&Sons,2,2,,2,,3,2,生成AI活用,3,戦略的業務提携でAIシステムインテグレーション分野での事業展開を明文化し、体系的な推進体制を構築している状況が伺える。
